,phases,windings,wdg,bus,conn,kV,kVA,tap,%R,Rneut,Xneut,buses,conns,kVs,kVAs,taps,XHL,XHT,XLT,Xscarray,thermal,n,m,flrise,hsrise,%loadloss,%noloadloss,normhkVA,emerghkVA,sub,MaxTap,MinTap,NumTaps,subname,%imag,ppm_antifloat,%Rs,bank,XfmrCode,XRConst,X12,X13,X23,LeadLag,WdgCurrents,Core,RdcOhms,Seasons,Ratings,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Transformer.tr(r:rdt1135-rdt1135lv),1,3,3,rdt1135lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1135.1', 'rdt1135lv.1.0', 'rdt1135lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1734827, (-27.755), 4.951226, (150.75), 4.950487, (150.76), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1136-rdt1136lv),1,3,3,rdt1136lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1136.1', 'rdt1136lv.1.0', 'rdt1136lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3833952, (-28.475), 11.25093, (150.84), 11.24776, (150.87), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1137-rdt1137lv),1,3,3,rdt1137lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1137.2', 'rdt1137lv.1.0', 'rdt1137lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1385099, (-147.85), 3.902682, (30.241), 3.902186, (30.251), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1138-rdt1138lv),1,3,3,rdt1138lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1138.2', 'rdt1138lv.1.0', 'rdt1138lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.3723143, (-129.9), 10.67947, (49.671), 10.67852, (49.697), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1139-rdt1139lv),1,3,3,rdt1139lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1139.2', 'rdt1139lv.1.0', 'rdt1139lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9134814, (-141.1), 26.67766, (38.31), 26.67243, (38.34), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1140-rdt1140lv),1,3,3,rdt1140lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1140.2', 'rdt1140lv.1.0', 'rdt1140lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.3378048, (-149.99), 9.70417, (28.573), 9.702208, (28.594), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1141-rdt1141lv),1,3,3,rdt1141lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1141.3', 'rdt1141lv.1.0', 'rdt1141lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8809723, (92.534), 25.99228, (-87.978), 25.98008, (-87.924), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1142-rdt1142lv),1,3,3,rdt1142lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1142.1', 'rdt1142lv.1.0', 'rdt1142lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3834078, (-28.471), 11.25127, (150.84), 11.2481, (150.87), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1143-rdt1143lv),1,3,3,rdt1143lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1143.3', 'rdt1143lv.1.0', 'rdt1143lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8963528, (91.346), 26.2072, (-89.456), 26.20064, (-89.429), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1144-rdt1144lv),1,3,3,rdt1144lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1144.2', 'rdt1144lv.1.0', 'rdt1144lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3830645, (-148.38), 11.2409, (30.934), 11.23774, (30.961), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1145-rdt1145lv),1,3,3,rdt1145lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1145.2', 'rdt1145lv.1.0', 'rdt1145lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.2041953, (-144.96), 5.866319, (33.894), 5.865392, (33.909), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1146-rdt1146lv),1,3,3,rdt1146lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1146.3', 'rdt1146lv.1.0', 'rdt1146lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"2.497515, (108.73), 74.17105, (-71.415), 74.15064, (-71.333), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1147-rdt1147lv),1,3,3,rdt1147lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1147.2', 'rdt1147lv.1.0', 'rdt1147lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4242252, (-124.67), 11.94948, (55.072), 11.94907, (55.086), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1148-rdt1148lv),3,2,2,rdt1148lv,wye ,0.48,75,1,0.87204,-1,0,"['rdt1148', 'rdt1148lv']","['wye', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.2119436, (-5.5136), 4.961293, (173.99), 0.2120672, (-125.38), 4.96437, (54.128), 0.2121612, (114.48), 4.967392, (-66.003), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:rdt1149-rdt1149lv),1,3,3,rdt1149lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1149.3', 'rdt1149lv.1.0', 'rdt1149lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"1.131548, (116.25), 33.66458, (-63.816), 33.66039, (-63.731), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1150-rdt1150lv),1,3,3,rdt1150lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1150.2', 'rdt1150lv.1.0', 'rdt1150lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8009488, (-149.52), 23.35068, (29.553), 23.34519, (29.577), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1151-rdt1151lv),1,3,3,rdt1151lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1151.1', 'rdt1151lv.1.0', 'rdt1151lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.457765, (-18.031), 42.99524, (161.64), 42.98377, (161.69), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1152-rdt1152lv),1,3,3,rdt1152lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1152.2', 'rdt1152lv.1.0', 'rdt1152lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.336289, (-144.52), 39.38307, (35.01), 39.37028, (35.052), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1153-rdt1153lv),1,3,3,rdt1153lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1153.3', 'rdt1153lv.1.0', 'rdt1153lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5785489, (92.933), 16.91475, (-87.823), 16.90949, (-87.786), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1154-rdt1154lv),1,3,3,rdt1154lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1154.3', 'rdt1154lv.1.0', 'rdt1154lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.089373, (90.659), 2.433357, (-92.55), 2.433131, (-92.544), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1155-rdt1155lv),1,3,3,rdt1155lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1155.3', 'rdt1155lv.1.0', 'rdt1155lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.532249, (103.7), 45.22315, (-76.582), 45.21189, (-76.531), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1156-rdt1156lv),1,3,3,rdt1156lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1156.1', 'rdt1156lv.1.0', 'rdt1156lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3834777, (-28.459), 11.25333, (150.86), 11.25015, (150.88), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1157-rdt1157lv),1,3,3,rdt1157lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1157.1', 'rdt1157lv.1.0', 'rdt1157lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.7677786, (-8.4885), 22.54281, (171.32), 22.53964, (171.38), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1158-rdt1158lv),1,3,3,rdt1158lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1158.3', 'rdt1158lv.1.0', 'rdt1158lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.2080978, (113.6), 5.748639, (-66.873), 5.74839, (-66.858), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1159-rdt1159lv),1,3,3,rdt1159lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1159.3', 'rdt1159lv.1.0', 'rdt1159lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.67035, (107.49), 19.62606, (-72.821), 19.62262, (-72.776), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1160-rdt1160lv),3,2,2,rdt1160lv,wye ,0.48,75,1,0.87204,-1,0,"['rdt1160', 'rdt1160lv']","['wye', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.2703506, (-18.518), 6.504543, (160.04), 0.2703522, (-138.43), 6.504401, (40.128), 0.2704632, (101.47), 6.507626, (-79.977), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:rdt1161-rdt1161lv),1,3,3,rdt1161lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1161.1', 'rdt1161lv.1.0', 'rdt1161lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.188151, (-27.585), 5.390782, (151.04), 5.389934, (151.06), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1162-rdt1162lv),1,3,3,rdt1162lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1162.2', 'rdt1162lv.1.0', 'rdt1162lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.08931669, (-149.23), 2.431492, (27.553), 2.431266, (27.559), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1163-rdt1163lv),1,3,3,rdt1163lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1163.1', 'rdt1163lv.1.0', 'rdt1163lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1734336, (-27.738), 4.949686, (150.76), 4.948948, (150.77), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1164-rdt1164lv),1,3,3,rdt1164lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1164.2', 'rdt1164lv.1.0', 'rdt1164lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.2066745, (-149.45), 5.951107, (29.227), 5.95005, (29.242), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1165-rdt1165lv),1,3,3,rdt1165lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1165.3', 'rdt1165lv.1.0', 'rdt1165lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5059764, (103.29), 14.7033, (-77.25), 14.70067, (-77.216), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1166-rdt1166lv),1,3,3,rdt1166lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1166.2', 'rdt1166lv.1.0', 'rdt1166lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.192253, (-146.71), 5.32494, (30.953), 5.324395, (30.966), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1167-rdt1167lv),1,3,3,rdt1167lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1167.2', 'rdt1167lv.1.0', 'rdt1167lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9070667, (-137.11), 26.73984, (42.563), 26.73143, (42.623), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1168-rdt1168lv),1,3,3,rdt1168lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1168.3', 'rdt1168lv.1.0', 'rdt1168lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.579185, (91.149), 46.69962, (-89.319), 46.67908, (-89.271), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1169-rdt1169lv),1,3,3,rdt1169lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1169.2', 'rdt1169lv.1.0', 'rdt1169lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.289064, (-133.37), 37.91532, (46.353), 37.90842, (46.396), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1170-rdt1170lv),1,3,3,rdt1170lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1170.3', 'rdt1170lv.1.0', 'rdt1170lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.46948, (115.38), 13.58918, (-64.767), 13.58839, (-64.734), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1171-rdt1171lv),1,3,3,rdt1171lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1171.1', 'rdt1171lv.1.0', 'rdt1171lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5308252, (-28.893), 15.49017, (150.23), 15.48549, (150.27), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1172-rdt1172lv),1,3,3,rdt1172lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1172.2', 'rdt1172lv.1.0', 'rdt1172lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.2066121, (-149.44), 5.949197, (29.233), 5.94814, (29.248), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1173-rdt1173lv),1,3,3,rdt1173lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1173.1', 'rdt1173lv.1.0', 'rdt1173lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4410304, (-26.36), 12.78553, (152.67), 12.78254, (152.7), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1174-rdt1174lv),1,3,3,rdt1174lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1174.2', 'rdt1174lv.1.0', 'rdt1174lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4695879, (-124.53), 13.59205, (55.325), 13.59125, (55.358), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
