hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
66, 1800.00000, 1106.32, 17.0641, 1083.92, 16.9616, 1050.88, 16.8367
66, 2700.00000, 1098.19, 17.0772, 1085.99, 16.9275, 1062.84, 16.7196
67, 0.00000, 1126.77, 17.0504, 1130.62, 17.004, 1097.1, 16.6365
67, 900.00000, 1091.67, 16.548, 1115.5, 16.7795, 1084.59, 16.3544
67, 1800.00000, 1059.2, 16.5561, 1092.51, 17.0596, 1061.99, 16.5653
67, 2700.00000, 1047.83, 16.7606, 1067.2, 16.9856, 1069.06, 16.6632
68, 0.00000, 1054.36, 16.7428, 1044.37, 16.7599, 1041.69, 16.5071
68, 900.00000, 994.255, 16.5788, 978.197, 16.242, 973.037, 16.0736
68, 1800.00000, 1010.11, 16.5022, 1019.98, 16.5156, 1014.18, 16.173
68, 2700.00000, 1023, 16.4316, 1035.58, 16.3313, 1036.17, 15.8974
69, 0.00000, 1033.97, 16.4696, 1040.4, 16.344, 1049.2, 15.8605
69, 900.00000, 971.337, 16.8404, 963.977, 16.7861, 990.449, 16.3476
69, 1800.00000, 965.814, 17.0312, 970.619, 17.1684, 990.356, 16.5597
69, 2700.00000, 941.188, 16.9126, 932.293, 17.0649, 948.767, 16.3874
70, 0.00000, 944.301, 17.2812, 919.824, 17.2179, 925.078, 16.4504
70, 900.00000, 853.784, 17.1229, 816.754, 16.9952, 837.378, 16.339
70, 1800.00000, 817.696, 16.9627, 768.034, 16.6702, 798.844, 16.1315
70, 2700.00000, 829.096, 17.0882, 820.521, 17.2924, 829.378, 16.5608
71, 0.00000, 858.86, 16.96, 851, 17.2551, 848.388, 16.2571
71, 900.00000, 771.259, 16.9643, 753.166, 16.9712, 765.142, 16.1066
71, 1800.00000, 742.392, 16.4548, 736.747, 16.6247, 747.175, 15.7289
71, 2700.00000, 713.508, 16.1593, 691.058, 15.997, 715.032, 15.2761
72, 0.00000, 697.923, 16.0402, 691.006, 16.006, 718.028, 15.446
72, 900.00000, 639.097, 16.0781, 640.321, 16.0334, 654.186, 15.4476
72, 1800.00000, 621.86, 15.8189, 606.942, 15.7223, 627.02, 15.4156
72, 2700.00000, 598.844, 15.3583, 584.855, 15.2839, 613.011, 15.1038
73, 0.00000, 586.407, 15.0286, 582.885, 15.18, 601.551, 14.8221
73, 900.00000, 528.172, 16.016, 528.007, 16.0047, 530.051, 16.2269
73, 1800.00000, 537.899, 16.1911, 535.622, 16.0593, 536.356, 16.3741
73, 2700.00000, 570.935, 16.6824, 572.394, 16.537, 564.112, 16.5845
74, 0.00000, 567.144, 16.5506, 568.365, 16.3449, 565.124, 16.5105
74, 900.00000, 547.156, 15.8469, 540.08, 15.5035, 548.206, 16.0246
74, 1800.00000, 532.044, 15.3159, 532.498, 15.1082, 536.432, 15.5559
74, 2700.00000, 544.235, 15.3538, 546.423, 15.2418, 552.468, 15.6746
75, 0.00000, 561.318, 15.5339, 559.413, 15.3289, 563.341, 15.6812
75, 900.00000, 554.764, 15.4742, 544.843, 15.3166, 554.093, 15.486
75, 1800.00000, 566.412, 15.401, 557.467, 15.3364, 567.285, 15.428
75, 2700.00000, 578.321, 15.3209, 565.779, 15.2488, 582.151, 15.403
76, 0.00000, 592.496, 15.2035, 569.264, 14.9517, 587.552, 15.1364
76, 900.00000, 615.232, 15.1068, 599.712, 14.7807, 607.301, 15.0976
76, 1800.00000, 643.125, 14.7084, 639.976, 14.2279, 632.181, 14.7447
76, 2700.00000, 685.601, 15.2085, 672.022, 14.5595, 665.832, 15.1491
77, 0.00000, 715.612, 15.4423, 699.332, 14.827, 695.964, 15.3522
77, 900.00000, 724.085, 15.259, 707.441, 14.6814, 715.853, 15.259
77, 1800.00000, 725.308, 15.2732, 711.72, 14.9381, 711.701, 15.2192
77, 2700.00000, 736.392, 15.4511, 708.033, 15.4879, 723.594, 15.4413
78, 0.00000, 816.139, 15.4417, 747.436, 15.6825, 790.266, 15.5715
78, 900.00000, 873.914, 15.1442, 804.319, 15.4198, 853.388, 15.2719
78, 1800.00000, 897.291, 15.3122, 835.311, 15.5873, 872.006, 15.499
78, 2700.00000, 881.911, 15.7393, 842.17, 15.9705, 860.932, 15.748
79, 0.00000, 927.822, 15.5111, 905.565, 16.0572, 917.696, 15.4742
79, 900.00000, 951.466, 16.0494, 944.019, 16.7219, 957.252, 16.0879
79, 1800.00000, 1000.94, 16.2273, 988.631, 16.9963, 1026.63, 15.9504
79, 2700.00000, 1006.19, 16.9114, 1001.4, 17.4606, 1004.54, 16.457
80, 0.00000, 992.172, 17.0297, 961.921, 18.0852, 983.947, 16.6696
80, 900.00000, 984.361, 18.4422, 976.027, 19.6878, 988.607, 18.0905
80, 1800.00000, 942.702, 18.9292, 955.59, 20.4151, 967.744, 18.9591
80, 2700.00000, 929.924, 19.8174, 947.466, 21.0657, 954.853, 19.6845
81, 0.00000, 918.911, 20.6579, 948.191, 21.7698, 977.004, 19.8941
81, 900.00000, 930.996, 21.6441, 977.307, 22.404, 993.123, 20.9218
81, 1800.00000, 868.197, 22.9801, 906.717, 23.7099, 921.493, 22.3478
81, 2700.00000, 838.427, 23.3451, 865.338, 24.3165, 898.199, 22.7475
82, 0.00000, 820.537, 24.239, 828.852, 25.3811, 852.444, 23.8231
